epoch,step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,49,,1.628413200378418,,
0,99,,1.2522598505020142,,
0,149,,1.1628752946853638,,
0,199,,1.0329160690307617,,
0,249,,1.0893402099609375,,
0,299,,0.8416077494621277,,
0,349,,0.8899915814399719,,
0,399,,0.9053975343704224,,
0,449,,0.6656514406204224,,
0,499,,0.5540974736213684,,
0,549,,0.7046199440956116,,
0,599,,0.6794834733009338,,
0,649,,0.5960370898246765,,
0,699,,0.5947563648223877,,
0,749,,0.619939923286438,,
0,799,,0.591934084892273,,
0,849,,0.6024167537689209,,
0,899,,0.488506942987442,,
0,949,,0.6461449861526489,,
0,999,,0.4906243681907654,,
0,1049,,0.4844157099723816,,
0,1099,,0.5976769924163818,,
0,1149,,0.507134735584259,,
0,1199,,0.5963073968887329,,
0,1249,,0.40498173236846924,,
0,1299,,0.45430076122283936,,
0,1349,,0.5716620683670044,,
0,1349,,,0.8451967835426331,0.436850905418396
0,1349,0.7494810819625854,,,
1,1399,,0.3180910646915436,,
1,1449,,0.41308340430259705,,
1,1499,,0.40257832407951355,,
1,1549,,0.3890831172466278,,
1,1599,,0.34935683012008667,,
1,1649,,0.3649028539657593,,
1,1699,,0.44191497564315796,,
1,1749,,0.3144937753677368,,
1,1799,,0.36823445558547974,,
1,1849,,0.3339367210865021,,
1,1899,,0.31246790289878845,,
1,1949,,0.2529445290565491,,
1,1999,,0.3252072334289551,,
1,2049,,0.28169628977775574,,
1,2099,,0.3814341723918915,,
1,2149,,0.3447187840938568,,
1,2199,,0.300189733505249,,
1,2249,,0.2785581052303314,,
1,2299,,0.2451220452785492,,
1,2349,,0.24520985782146454,,
1,2399,,0.269410640001297,,
1,2449,,0.3267483711242676,,
1,2499,,0.32472917437553406,,
1,2549,,0.24873945116996765,,
1,2599,,0.27350834012031555,,
1,2649,,0.24989363551139832,,
1,2699,,0.2573668956756592,,
1,2699,,,0.8915508985519409,0.31044164299964905
1,2699,0.3350416421890259,,,
2,2749,,0.23720116913318634,,
2,2799,,0.2061547040939331,,
2,2849,,0.25596708059310913,,
2,2899,,0.24554310739040375,,
2,2949,,0.2792729437351227,,
2,2999,,0.22388722002506256,,
2,3049,,0.2536259889602661,,
2,3099,,0.20958314836025238,,
2,3149,,0.2198401540517807,,
2,3199,,0.18442364037036896,,
2,3249,,0.18473781645298004,,
2,3299,,0.2016177624464035,,
2,3349,,0.23928502202033997,,
2,3399,,0.20593048632144928,,
2,3449,,0.21829737722873688,,
2,3499,,0.24180281162261963,,
2,3549,,0.2530258297920227,,
2,3599,,0.17531955242156982,,
2,3649,,0.23779146373271942,,
2,3699,,0.23830877244472504,,
2,3749,,0.20544308423995972,,
2,3799,,0.2148977816104889,,
2,3849,,0.24944354593753815,,
2,3899,,0.23968467116355896,,
2,3949,,0.20048286020755768,,
2,3999,,0.22516238689422607,,
2,4049,,0.2254565954208374,,
2,4049,,,0.9175694584846497,0.2325095236301422
2,4049,0.22458891570568085,,,
3,4099,,0.2308908849954605,,
3,4149,,0.15537777543067932,,
3,4199,,0.13749824464321136,,
3,4249,,0.1590544432401657,,
3,4299,,0.17759084701538086,,
3,4349,,0.15793108940124512,,
3,4399,,0.1785666048526764,,
3,4449,,0.21555553376674652,,
3,4499,,0.1131855919957161,,
3,4549,,0.17187948524951935,,
3,4599,,0.11784674972295761,,
3,4649,,0.14601437747478485,,
3,4699,,0.17871156334877014,,
3,4749,,0.1494925618171692,,
3,4799,,0.2408892810344696,,
3,4849,,0.15140603482723236,,
3,4899,,0.18272869288921356,,
3,4949,,0.1662018895149231,,
3,4999,,0.14673258364200592,,
3,5049,,0.21947988867759705,,
3,5099,,0.1690802425146103,,
3,5149,,0.14443032443523407,,
3,5199,,0.17751005291938782,,
3,5249,,0.14887209236621857,,
3,5299,,0.20913295447826385,,
3,5349,,0.23294436931610107,,
3,5399,,0.17647601664066315,,
3,5399,,,0.9284606575965881,0.20780915021896362
3,5399,0.16823960840702057,,,
4,5449,,0.08493867516517639,,
4,5499,,0.06500499695539474,,
4,5549,,0.10526217520236969,,
4,5599,,0.1081790179014206,,
4,5649,,0.11134146898984909,,
4,5699,,0.12232314795255661,,
4,5749,,0.1471594125032425,,
4,5799,,0.10975136607885361,,
4,5849,,0.20233891904354095,,
4,5899,,0.0769290030002594,,
4,5949,,0.12455721199512482,,
4,5999,,0.10230202972888947,,
4,6049,,0.11972016841173172,,
4,6099,,0.08577895164489746,,
4,6149,,0.14391975104808807,,
4,6199,,0.17157165706157684,,
4,6249,,0.190185546875,,
4,6299,,0.06597058475017548,,
4,6349,,0.09784512221813202,,
4,6399,,0.13390736281871796,,
4,6449,,0.1301698386669159,,
4,6499,,0.16002817451953888,,
4,6549,,0.12120958417654037,,
4,6599,,0.09572909772396088,,
4,6649,,0.1690785437822342,,
4,6699,,0.11344646662473679,,
4,6749,,0.15673239529132843,,
4,6749,,,0.9260647892951965,0.19402962923049927
4,6749,0.1358410120010376,,,
5,6799,,0.15998955070972443,,
5,6849,,0.11633974313735962,,
5,6899,,0.12077752500772476,,
5,6949,,0.10608465224504471,,
5,6999,,0.09468679130077362,,
5,7049,,0.13913370668888092,,
5,7099,,0.0621119849383831,,
5,7149,,0.07802186906337738,,
5,7199,,0.09123171120882034,,
5,7249,,0.12912346422672272,,
5,7299,,0.07612793892621994,,
5,7349,,0.1306120902299881,,
5,7399,,0.14518652856349945,,
5,7449,,0.09063341468572617,,
5,7499,,0.1321796178817749,,
5,7549,,0.12281947582960129,,
5,7599,,0.0776737704873085,,
5,7649,,0.08949767053127289,,
5,7699,,0.132676899433136,,
5,7749,,0.05976434424519539,,
5,7799,,0.1519594043493271,,
5,7849,,0.13126644492149353,,
5,7899,,0.09274660050868988,,
5,7949,,0.10470341145992279,,
5,7999,,0.10918138921260834,,
5,8049,,0.1230665072798729,,
5,8099,,0.12451273947954178,,
5,8099,,,0.9301041960716248,0.18891407549381256
5,8099,0.11377927660942078,,,
6,8149,,0.08750467002391815,,
6,8199,,0.19657044112682343,,
6,8249,,0.0773247703909874,,
6,8299,,0.1575215458869934,,
6,8349,,0.06333579123020172,,
6,8399,,0.09135394543409348,,
6,8449,,0.07552812993526459,,
6,8499,,0.09376709908246994,,
6,8549,,0.13213425874710083,,
6,8599,,0.09114832431077957,,
6,8649,,0.1006673276424408,,
6,8699,,0.07705149054527283,,
6,8749,,0.09871704131364822,,
6,8799,,0.08074658364057541,,
6,8849,,0.17235799133777618,,
6,8899,,0.16378621757030487,,
6,8949,,0.10951041430234909,,
6,8999,,0.10656046867370605,,
6,9049,,0.11446072906255722,,
6,9099,,0.08859602361917496,,
6,9149,,0.109490305185318,,
6,9199,,0.13908380270004272,,
6,9249,,0.09758971631526947,,
6,9299,,0.14489002525806427,,
6,9349,,0.10075026005506516,,
6,9399,,0.10852907598018646,,
6,9449,,0.10861360281705856,,
6,9449,,,0.9411574006080627,0.1589902937412262
6,9449,0.0950312614440918,,,
7,9499,,0.03519177809357643,,
7,9549,,0.08139003068208694,,
7,9599,,0.07848366349935532,,
7,9649,,0.10726958513259888,,
7,9699,,0.09442207217216492,,
7,9749,,0.07832669466733932,,
7,9799,,0.07921937853097916,,
7,9849,,0.08416309207677841,,
7,9899,,0.09802804887294769,,
7,9949,,0.06838510930538177,,
7,9999,,0.0726306289434433,,
7,10049,,0.07377366721630096,,
7,10099,,0.09793800860643387,,
7,10149,,0.0715290978550911,,
7,10199,,0.07684151828289032,,
7,10249,,0.05454735457897186,,
7,10299,,0.07362022250890732,,
7,10349,,0.11301429569721222,,
7,10399,,0.09182435274124146,,
7,10449,,0.11164036393165588,,
7,10499,,0.09797874838113785,,
7,10549,,0.09706258773803711,,
7,10599,,0.09215433895587921,,
7,10649,,0.0988573506474495,,
7,10699,,0.10189538449048996,,
7,10749,,0.06786669790744781,,
7,10799,,0.05438273772597313,,
7,10799,,,0.9316551089286804,0.1806560903787613
7,10799,0.08397984504699707,,,
8,10849,,0.0467551052570343,,
8,10899,,0.06705057621002197,,
8,10949,,0.09509555995464325,,
8,10999,,0.04706614091992378,,
8,11049,,0.03746337816119194,,
8,11099,,0.04392967000603676,,
8,11149,,0.05642259493470192,,
8,11199,,0.042724382132291794,,
8,11249,,0.06197815388441086,,
8,11299,,0.06003175303339958,,
8,11349,,0.045507851988077164,,
8,11399,,0.051971159875392914,,
8,11449,,0.07295244932174683,,
8,11499,,0.022926390171051025,,
8,11549,,0.04005621001124382,,
8,11599,,0.07614516466856003,,
8,11649,,0.06177882105112076,,
8,11699,,0.05416174232959747,,
8,11749,,0.07867707312107086,,
8,11799,,0.10015669465065002,,
8,11849,,0.13128918409347534,,
8,11899,,0.11044967919588089,,
8,11949,,0.11499159783124924,,
8,11999,,0.07316456735134125,,
8,12049,,0.06116757169365883,,
8,12099,,0.08333117514848709,,
8,12149,,0.07270735502243042,,
8,12149,,,0.9394097328186035,0.1647130399942398
8,12149,0.07384221255779266,,,
9,12199,,0.032512370496988297,,
9,12249,,0.0615231916308403,,
9,12299,,0.050556838512420654,,
9,12349,,0.020214732736349106,,
9,12399,,0.048033662140369415,,
9,12449,,0.07685518264770508,,
9,12499,,0.044447388499975204,,
9,12549,,0.05420955643057823,,
9,12599,,0.0444810576736927,,
9,12649,,0.06288188695907593,,
9,12699,,0.05015882849693298,,
9,12749,,0.05960045009851456,,
9,12799,,0.09709101170301437,,
9,12849,,0.0956776961684227,,
9,12899,,0.058295879513025284,,
9,12949,,0.06871280074119568,,
9,12999,,0.02136431261897087,,
9,13049,,0.08749863505363464,,
9,13099,,0.04651200398802757,,
9,13149,,0.0561499148607254,,
9,13199,,0.05254679173231125,,
9,13249,,0.04938628152012825,,
9,13299,,0.06137287616729736,,
9,13349,,0.06842468678951263,,
9,13399,,0.08091657608747482,,
9,13449,,0.05744173750281334,,
9,13499,,0.034336116164922714,,
9,13499,,,0.941979169845581,0.15980708599090576
9,13499,0.06762593239545822,,,
10,13549,,0.02157309092581272,,
10,13599,,0.08140165358781815,,
10,13649,,0.045296695083379745,,
10,13699,,0.03780480846762657,,
10,13749,,0.07229868322610855,,
10,13799,,0.10432613641023636,,
10,13849,,0.045066144317388535,,
10,13899,,0.052957963198423386,,
10,13949,,0.08864951878786087,,
10,13999,,0.040854278951883316,,
10,14049,,0.10888661444187164,,
10,14099,,0.02499357983469963,,
10,14149,,0.042700402438640594,,
10,14199,,0.0624559111893177,,
10,14249,,0.07399778813123703,,
10,14299,,0.07435275614261627,,
10,14349,,0.025249605998396873,,
10,14399,,0.053316630423069,,
10,14449,,0.06840605288743973,,
10,14499,,0.054252102971076965,,
10,14549,,0.04777204990386963,,
10,14599,,0.05226203426718712,,
10,14649,,0.067903071641922,,
10,14699,,0.057438407093286514,,
10,14749,,0.040127646178007126,,
10,14799,,0.06183511018753052,,
10,14849,,0.051879994571208954,,
10,14849,,,0.9404050707817078,0.1585470288991928
10,14849,0.06194356456398964,,,
11,14899,,0.06521297246217728,,
11,14949,,0.050344422459602356,,
11,14999,,0.0525871142745018,,
11,15049,,0.04574846103787422,,
11,15099,,0.028475210070610046,,
11,15149,,0.06204884871840477,,
11,15199,,0.03878282010555267,,
11,15249,,0.02874005027115345,,
11,15299,,0.05227532237768173,,
11,15349,,0.05909794941544533,,
11,15399,,0.1041930764913559,,
11,15449,,0.06837829202413559,,
11,15499,,0.06767375022172928,,
11,15549,,0.0689166933298111,,
11,15599,,0.04893318936228752,,
11,15649,,0.07279708236455917,,
11,15699,,0.03766149654984474,,
11,15749,,0.06304194778203964,,
11,15799,,0.05800912156701088,,
11,15849,,0.0383605882525444,,
11,15899,,0.054010216146707535,,
11,15949,,0.0781165286898613,,
11,15999,,0.030927980318665504,,
11,16049,,0.07097649574279785,,
11,16099,,0.07797674834728241,,
11,16149,,0.013974091969430447,,
11,16199,,0.05623463913798332,,
11,16199,,,0.9416897892951965,0.15893006324768066
11,16199,0.057822320610284805,,,
12,16249,,0.04368218407034874,,
12,16299,,0.06703777611255646,,
12,16349,,0.05351807549595833,,
12,16399,,0.050301145762205124,,
12,16449,,0.0434555783867836,,
12,16499,,0.02951224520802498,,
12,16549,,0.023050982505083084,,
12,16599,,0.07870514690876007,,
12,16649,,0.04168357327580452,,
12,16699,,0.03057902120053768,,
12,16749,,0.02702065370976925,,
12,16799,,0.04216405376791954,,
12,16849,,0.02504836395382881,,
12,16899,,0.06425108760595322,,
12,16949,,0.10017774254083633,,
12,16999,,0.07348719984292984,,
12,17049,,0.10022737085819244,,
12,17099,,0.04922635108232498,,
12,17149,,0.021871959790587425,,
12,17199,,0.04826482757925987,,
12,17249,,0.018029138445854187,,
12,17299,,0.02903805300593376,,
12,17349,,0.077540323138237,,
12,17399,,0.055179670453071594,,
12,17449,,0.023638717830181122,,
12,17499,,0.028009694069623947,,
12,17549,,0.04323501139879227,,
12,17549,,,0.9429513812065125,0.1508481651544571
12,17549,0.051399294286966324,,,
13,17599,,0.027068423107266426,,
13,17649,,0.04418670013546944,,
13,17699,,0.0452367439866066,,
13,17749,,0.05928472429513931,,
13,17799,,0.0840911790728569,,
13,17849,,0.04154146835207939,,
13,17899,,0.039569273591041565,,
13,17949,,0.028108935803174973,,
13,17999,,0.03469063341617584,,
13,18049,,0.051125358790159225,,
13,18099,,0.03218771517276764,,
13,18149,,0.0875733494758606,,
13,18199,,0.032693926244974136,,
13,18249,,0.0609121210873127,,
13,18299,,0.07378172129392624,,
13,18349,,0.027416307479143143,,
13,18399,,0.036928970366716385,,
13,18449,,0.036140382289886475,,
13,18499,,0.049442850053310394,,
13,18549,,0.03445276618003845,,
13,18599,,0.08195953071117401,,
13,18649,,0.04383324831724167,,
13,18699,,0.05064783990383148,,
13,18749,,0.025531237944960594,,
13,18799,,0.12548698484897614,,
13,18849,,0.060926828533411026,,
13,18899,,0.04315013438463211,,
13,18899,,,0.9440856575965881,0.1527470201253891
13,18899,0.04880334436893463,,,
14,18949,,0.045046571642160416,,
14,18999,,0.03726250305771828,,
14,19049,,0.028508014976978302,,
14,19099,,0.012746122665703297,,
14,19149,,0.0435740128159523,,
14,19199,,0.07283204793930054,,
14,19249,,0.041418131440877914,,
14,19299,,0.05045429617166519,,
14,19349,,0.027175884693861008,,
14,19399,,0.07317183911800385,,
14,19449,,0.025441762059926987,,
14,19499,,0.07821980118751526,,
14,19549,,0.04359910264611244,,
14,19599,,0.047987762838602066,,
14,19649,,0.02719961851835251,,
14,19699,,0.03312981501221657,,
14,19749,,0.038621459156274796,,
14,19799,,0.03997617959976196,,
14,19849,,0.07980186492204666,,
14,19899,,0.03477347642183304,,
14,19949,,0.029172701761126518,,
14,19999,,0.03421040624380112,,
14,20049,,0.03111552633345127,,
14,20099,,0.027773912996053696,,
14,20149,,0.04322342947125435,,
14,20199,,0.05501154810190201,,
14,20249,,0.09210801124572754,,
14,20249,,,0.9449305534362793,0.14828555285930634
14,20249,0.04517683386802673,,,
15,20299,,0.04572787508368492,,
15,20349,,0.018057843670248985,,
15,20399,,0.02457875944674015,,
15,20449,,0.028623253107070923,,
15,20499,,0.05689015984535217,,
15,20549,,0.05298563092947006,,
15,20599,,0.022620080038905144,,
15,20649,,0.03969905152916908,,
15,20699,,0.061431556940078735,,
15,20749,,0.0381469801068306,,
15,20799,,0.04087047278881073,,
15,20849,,0.0714973509311676,,
15,20899,,0.06879181414842606,,
15,20949,,0.08011571317911148,,
15,20999,,0.03170154243707657,,
15,21049,,0.06581252813339233,,
15,21099,,0.03422592580318451,,
15,21149,,0.06801318377256393,,
15,21199,,0.037495389580726624,,
15,21249,,0.021746385842561722,,
15,21299,,0.0477646067738533,,
15,21349,,0.0180832352489233,,
15,21399,,0.021884450688958168,,
15,21449,,0.013269159942865372,,
15,21499,,0.030229661613702774,,
15,21549,,0.041191134601831436,,
15,21599,,0.04951059818267822,,
15,21599,,,0.9436342716217041,0.15544113516807556
15,21599,0.04292844980955124,,,
16,21649,,0.014658831991255283,,
16,21699,,0.053925059735774994,,
16,21749,,0.04778144136071205,,
16,21799,,0.02416166476905346,,
16,21849,,0.02837119624018669,,
16,21899,,0.04068544879555702,,
16,21949,,0.021464215591549873,,
16,21999,,0.019536491483449936,,
16,22049,,0.025919143110513687,,
16,22099,,0.05272422358393669,,
16,22149,,0.011562131345272064,,
16,22199,,0.012767424806952477,,
16,22249,,0.027810797095298767,,
16,22299,,0.03385309502482414,,
16,22349,,0.032093677669763565,,
16,22399,,0.07027069479227066,,
16,22449,,0.010972030460834503,,
16,22499,,0.032179657369852066,,
16,22549,,0.04994618892669678,,
16,22599,,0.029033241793513298,,
16,22649,,0.04509640485048294,,
16,22699,,0.010769837535917759,,
16,22749,,0.06824150681495667,,
16,22799,,0.03289234638214111,,
16,22849,,0.03423508256673813,,
16,22899,,0.08125100284814835,,
16,22949,,0.04005526378750801,,
16,22949,,,0.9378935098648071,0.17063847184181213
16,22949,0.04004490748047829,,,
17,22999,,0.023472756147384644,,
17,23049,,0.011892929673194885,,
17,23099,,0.032651446759700775,,
17,23149,,0.048872239887714386,,
17,23199,,0.0142621248960495,,
17,23249,,0.035954222083091736,,
17,23299,,0.00941959023475647,,
17,23349,,0.023843398317694664,,
17,23399,,0.019016165286302567,,
17,23449,,0.03241875395178795,,
17,23499,,0.03736618161201477,,
17,23549,,0.012817475013434887,,
17,23599,,0.056020285934209824,,
17,23649,,0.04595667123794556,,
17,23699,,0.061249740421772,,
17,23749,,0.0305490642786026,,
17,23799,,0.07486885786056519,,
17,23849,,0.02837560884654522,,
17,23899,,0.020674142986536026,,
17,23949,,0.024978578090667725,,
17,23999,,0.03994990512728691,,
17,24049,,0.040516629815101624,,
17,24099,,0.02585882507264614,,
17,24149,,0.09659098833799362,,
17,24199,,0.02508270926773548,,
17,24249,,0.052046213299036026,,
17,24299,,0.08465615659952164,,
17,24299,,,0.9383796453475952,0.16775205731391907
17,24299,0.03903285413980484,,,
18,24349,,0.021831098943948746,,
18,24399,,0.03159734234213829,,
18,24449,,0.026840537786483765,,
18,24499,,0.023829810321331024,,
18,24549,,0.05489920452237129,,
18,24599,,0.07692214101552963,,
18,24649,,0.013162968680262566,,
18,24699,,0.04623458534479141,,
18,24749,,0.054436929523944855,,
18,24799,,0.057875026017427444,,
18,24849,,0.04362773522734642,,
18,24899,,0.009762031957507133,,
18,24949,,0.07249803096055984,,
18,24999,,0.04812994226813316,,
18,25049,,0.04457256197929382,,
18,25099,,0.03690653294324875,,
18,25149,,0.023217523470520973,,
18,25199,,0.05749772489070892,,
18,25249,,0.06784676760435104,,
18,25299,,0.019865717738866806,,
18,25349,,0.07031074166297913,,
18,25399,,0.019930921494960785,,
18,25449,,0.04329763725399971,,
18,25499,,0.05066706985235214,,
18,25549,,0.028703533113002777,,
18,25599,,0.03650740906596184,,
18,25649,,0.03204662725329399,,
18,25649,,,0.9432754516601562,0.15749390423297882
18,25649,0.03708827495574951,,,
19,25699,,0.04794244095683098,,
19,25749,,0.017851052805781364,,
19,25799,,0.05174925923347473,,
19,25849,,0.022524692118167877,,
19,25899,,0.012533974833786488,,
19,25949,,0.03175588697195053,,
19,25999,,0.04423145204782486,,
19,26049,,0.036026932299137115,,
19,26099,,0.040297187864780426,,
19,26149,,0.02213342674076557,,
19,26199,,0.05457669869065285,,
19,26249,,0.03919084742665291,,
19,26299,,0.03823310509324074,,
19,26349,,0.02102072723209858,,
19,26399,,0.03342786058783531,,
19,26449,,0.0478317067027092,,
19,26499,,0.019129207357764244,,
19,26549,,0.04222422093153,,
19,26599,,0.059148095548152924,,
19,26649,,0.05078352615237236,,
19,26699,,0.032328177243471146,,
19,26749,,0.07307910174131393,,
19,26799,,0.05547621473670006,,
19,26849,,0.05006550997495651,,
19,26899,,0.02024148404598236,,
19,26949,,0.09442109614610672,,
19,26999,,0.017856400460004807,,
19,26999,,,0.9408102035522461,0.1685141623020172
19,26999,0.03549271821975708,,,
20,27049,,0.06367439776659012,,
20,27099,,0.033693764358758926,,
20,27149,,0.00949052069336176,,
20,27199,,0.04880690202116966,,
20,27249,,0.032659418880939484,,
20,27299,,0.02197195589542389,,
20,27349,,0.020129332318902016,,
20,27399,,0.01713668741285801,,
20,27449,,0.08169209957122803,,
20,27499,,0.060722630470991135,,
20,27549,,0.012191670015454292,,
20,27599,,0.03525060787796974,,
20,27649,,0.03024008311331272,,
20,27699,,0.02368948981165886,,
20,27749,,0.037166666239500046,,
20,27799,,0.03721486032009125,,
20,27849,,0.027084553614258766,,
20,27899,,0.039382606744766235,,
20,27949,,0.025012480095028877,,
20,27999,,0.03155406191945076,,
20,28049,,0.08067521452903748,,
20,28099,,0.009763972833752632,,
20,28149,,0.017681701108813286,,
20,28199,,0.09857537597417831,,
20,28249,,0.03841594234108925,,
20,28299,,0.025367310270667076,,
20,28349,,0.038495130836963654,,
20,28349,,,0.9391897916793823,0.1714422106742859
20,28349,0.03406970202922821,,,
21,28399,,0.010576500557363033,,
21,28449,,0.0201223473995924,,
21,28499,,0.010632051154971123,,
21,28549,,0.019686199724674225,,
21,28599,,0.02380978874862194,,
21,28649,,0.014546537771821022,,
21,28699,,0.0205625519156456,,
21,28749,,0.009274453856050968,,
21,28799,,0.02282562665641308,,
21,28849,,0.05937793850898743,,
21,28899,,0.03392470255494118,,
21,28949,,0.01732673868536949,,
21,28999,,0.014954399317502975,,
21,29049,,0.03558982536196709,,
21,29099,,0.01271873526275158,,
21,29149,,0.009275964461266994,,
21,29199,,0.041809335350990295,,
21,29249,,0.035247087478637695,,
21,29299,,0.021423283964395523,,
21,29349,,0.041316818445920944,,
21,29399,,0.04908841475844383,,
21,29449,,0.06795570254325867,,
21,29499,,0.040112193673849106,,
21,29549,,0.041714515537023544,,
21,29599,,0.05074663832783699,,
21,29649,,0.00876090582460165,,
21,29699,,0.057043757289648056,,
21,29699,,,0.946967601776123,0.14625094830989838
21,29699,0.03188963979482651,,,
22,29749,,0.0075595867820084095,,
22,29799,,0.027206363156437874,,
22,29849,,0.023597104474902153,,
22,29899,,0.03825989365577698,,
22,29949,,0.02552551031112671,,
22,29999,,0.04223380982875824,,
22,30049,,0.016489297151565552,,
